Class Nbr,Subj,CRS,,Course Title,SBC,Cmp,Sctn,Credits,Days,Start Time,End Time,Room,Instructor
52235,EST,488,Internship in Tech & Society,EXP+,TUT,T104,1 to 3,APPT,1:00 AM,1:00 AM,-,Neal Dreamson
52236,EST,488,Internship in Tech & Society,EXP+,TUT,T105,1 to 3,APPT,1:00 AM,1:00 AM,-,Sira Maliphol
52237,EST,488,Internship in Tech & Society,EXP+,TUT,T106,1 to 3,APPT,1:00 AM,1:00 AM,-,Maurice Bess
52238,EST,488,Internship in Tech & Society,EXP+,TUT,T107,1 to 3,APPT,1:00 AM,1:00 AM,-,Young-Geun Lee
52180,EST,488,Internship in Tech & Society,EXP+,TUT,T91,1 to 3,APPT,1:00 AM,1:00 AM,-,James Larson
52195,EST,488,Internship in Tech & Society,EXP+,TUT,T93,1 to 3,APPT,1:00 AM,1:00 AM,-,Anthony Pennings
52197,EST,488,Internship in Tech & Society,EXP+,TUT,T95,1 to 3,APPT,1:00 AM,1:00 AM,-,Suzana Brown
52232,EST,488,Internship in Tech & Society,EXP+,TUT,T97,1 to 3,APPT,1:00 AM,1:00 AM,-,Johng-Ihl Lee
52182,EST,499,Research in Tech & Society,EXP+,TUT,T101,0 to 3,APPT,1:00 AM,1:00 AM,-,Joseph Cabuay
52239,EST,499,Research in Tech & Society,EXP+,TUT,T104,0 to 3,APPT,1:00 AM,1:00 AM,-,Neal Dreamson
52240,EST,499,Research in Tech & Society,EXP+,TUT,T105,0 to 3,APPT,1:00 AM,1:00 AM,-,Sira Maliphol
52241,EST,499,Research in Tech & Society,EXP+,TUT,T106,0 to 3,APPT,1:00 AM,1:00 AM,-,Maurice Bess
52169,EST,499,Research in Tech & Society,EXP+,TUT,T93,0 to 3,APPT,1:00 AM,1:00 AM,-,Anthony Pennings
52168,EST,499,Research in Tech & Society,EXP+,TUT,T95,0 to 3,APPT,1:00 AM,1:00 AM,-,Suzana Brown
52181,EST,499,Research in Tech & Society,EXP+,TUT,T97,0 to 3,APPT,1:00 AM,1:00 AM,-,Johng-Ihl Lee
56531,EST,502,Ethical Decisions in Engineering,,LEC,90,3,TU,7:00 PM,9:50 PM,B104,Joseph Cabuay
52206,EST,569,Technology in the City,,LEC,90,3,F,7:00 PM,9:50 PM,B204,Young-Geun Lee
52038,EST,582,Introduction to Systems Concepts,,LEC,90,3,M,7:00 PM,9:50 PM,B204,Mark Whitaker
52366,EST,592,"Sustainable Energy: Technologies, Systems, Markets, and Policies",,LEC,90,3,F,4:00 PM,6:50 PM,B104,Sangchan Park
52245,EST,697,Directed Study,,SUP,V104,1 to 9,HTBA,1:00 AM,1:00 AM,-,Neal Dreamson
52246,EST,697,Directed Study,,SUP,V105,1 to 9,HTBA,1:00 AM,1:00 AM,-,Sira Maliphol
52247,EST,697,Directed Study,,SUP,V107,1 to 9,HTBA,1:00 AM,1:00 AM,-,Young-Geun Lee
52242,EST,697,Directed Study,,SUP,V91,1 to 9,HTBA,1:00 AM,1:00 AM,-,James Larson
52243,EST,697,Directed Study,,SUP,V93,1 to 9,HTBA,1:00 AM,1:00 AM,-,Anthony Pennings
52193,EST,697,Directed Study,,SUP,V95,1 to 9,HTBA,1:00 AM,1:00 AM,-,Suzana Brown
52170,EST,697,Directed Study,,SUP,V97,1 to 9,HTBA,1:00 AM,1:00 AM,-,Johng-Ihl Lee
52250,EST,699,Dissertation Research on Campu,,SUP,V104,1 to 9,HTBA,1:00 AM,1:00 AM,-,Neal Dreamson
52251,EST,699,Dissertation Research on Campu,,SUP,V105,1 to 9,HTBA,1:00 AM,1:00 AM,-,Sira Maliphol
52253,EST,699,Dissertation Research on Campu,,SUP,V107,1 to 9,HTBA,1:00 AM,1:00 AM,-,Young-Geun Lee
52186,EST,699,Dissertation Research on Campu,,SUP,V91,1 to 9,HTBA,1:00 AM,1:00 AM,-,James Larson
52188,EST,699,Dissertation Research on Campu,,SUP,V93,1 to 9,HTBA,1:00 AM,1:00 AM,-,Anthony Pennings
52189,EST,699,Dissertation Research on Campu,,SUP,V95,1 to 9,HTBA,1:00 AM,1:00 AM,-,Suzana Brown
52249,EST,699,Dissertation Research on Campu,,SUP,V97,1 to 9,HTBA,1:00 AM,1:00 AM,-,Johng-Ihl Lee
52220,EMP,502,Engineering Economics,,LEC,90,3,W,7:00 PM,9:50 PM,B204,Johng-Ihl Lee
52209,EMP,530,Intro of Big Data & Data Science for Technological Management,,LEC,90,3,TH,7:00 PM,9:50 PM,B203,Sira Maliphol
Class Nbr,Subj,CRS,,Course Title,SBC,Cmp,Sctn,Credits,Days,Start Time,End Time,Room,Instructor
52124,MEC,101,Freshman Design Innovation,,,LEC,90,3,TUTH,12:30 PM,1:50 PM,B103,Cornelius Bradter
52125,MEC,102,Engineering Computing and Problem Solving,,,LEC,90,2,F,12:30 PM,2:20 PM,B103,Cornelius Bradter
52126,MEC,203,Engineering Graphics and CAD,,,LEC,90,3,TH,2:00 PM,4:50 PM,B103,Jong Park
52150,MEC,300,Professional Conduct for Engineers,,,LEC,90,2,TU,3:30 PM,5:20 PM,B206,Hamid Hefazi
52152,,,,,,LEC,90,,MW,3:30 PM,4:50 PM,B206,
"",MEC,305,Heat and Mass Transfer,,,,,3,,,,,Gun Woong Bahng
52151,,,,,,REC,R90,,M,5:00 PM,5:55 PM,B206,
